Teguran tertulis
Penundaan mengikuti pendidikan
Penundaan kenaikan gaji berkala
Penundaan kenaikan pangkat
Mutasi yang bersifat demosi
Pembebasan dari jabatan
Penempatan pada tempat khusus
Ganti rugi
Tidak terbukti
Teguran lisan
Teguran tertulis
Pernyataan tidak puas secara tertulis
Pemotongan Tunkin 25% selama 6 bulan
Pemotongan Tunkin 25% selama 9 bulan
Pemotongan Tunkin 25% selama 12 bulan
Penurunan jabatan setingkat lebih rendah selama 12 bulan
Pembebasan dari jabatannya menjadi jabatan pelaksana selama 12 bulan
Pemberhentian dengan hormat tidak atas permintaan sendiri sebagai PNS
